ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Weather_Condition_Encoded
A-6140453,Source1,2,2021-06-19 19:41:23,2021-06-19 21:26:23.000000000,45.653039,-121.513495,45.650462,-121.513405,0.178,Incident on OR-35 EB near MP 97 Drive with caution., Highway 35,Hood River,Hood River,OR,97031-9495,US,US/Pacific,KCZK,2021-06-19 19:53:00,78.0,78.0,45.0,29.91,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19.0,5
A-6147718,Source1,2,2021-10-29 14:23:30,2021-10-29 14:45:00,38.550553,-121.474073,38.541962,-121.473949,0.594,Slow traffic on CA-99 S from I-80 Bus (CA-99) to 12th Ave (CA-99) due to accident.,CA-99 S,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2021-10-29 14:53:00,73.0,73.0,64.0,29.9,8.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,5
A-6167223,Source1,2,2021-12-25 19:03:00,2021-12-25 21:11:04,38.711642,-122.881816,38.710644,-122.878483,0.192,Accident on Geyserville Ave (CA-128) from Abshire Rd (CA-128) to CA-128., Highway 128,Geyserville,Sonoma,CA,95441,US,US/Pacific,KSTS,2021-12-25 18:53:00,46.0,46.0,76.0,29.58,10.0,SW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,1
A-6176808,Source1,2,2021-08-27 07:38:30,2021-08-27 08:37:30,42.256415,-88.021606,42.249751,-88.016816,0.522,Slow traffic on IL-83 - IL-60 from CR-70/W Hawley St (IL-83/IL-60) to IL-83/Townline Rd/Willow Springs Rd (IL-60) due to accident., W State Route 60,Mundelein,Lake,IL,60060-2054,US,US/Central,KPWK,2021-08-27 07:52:00,77.0,77.0,82.0,29.38,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-6178129,Source1,2,2021-06-27 18:15:30,2021-06-27 21:20:30,41.069384,-75.400144,41.05627,-75.322265,4.157,Stationary traffic on I-80 E from PA-115/Exit 284 (I-80) to PA-611/Exit 298 (I-80) due to accident.,I-80 E,Long Pond,Monroe,PA,18334,US,US/Eastern,KMPO,2021-06-27 17:53:00,82.0,82.0,62.0,28.17,10.0,S,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,22
A-6208406,Source1,2,2021-08-22 22:43:00,2021-08-23 00:06:58,40.425271,-80.030807,40.434889,-80.018558,0.926,Incident on I-376 EB near RUNAWAY TRUCK RAMP Expect long delays.,I-376 E,Pittsburgh,Allegheny,PA,15216,US,US/Eastern,KAGC,2021-08-22 22:53:00,77.0,77.0,66.0,28.6,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,5
A-6213797,Source1,2,2021-08-21 17:05:30,2021-08-21 19:20:48,29.589189,-98.612651,29.59252,-98.583286,1.779,Stationary traffic on TX-1604 from Chase Hill Blvd/La Cantera Pkwy (TX-1604 Loop) to Lockhill Selma (TX-1604 Loop) due to accident.,TX-1604,San Antonio,Bexar,TX,78249,US,US/Central,KSAT,2021-08-21 16:51:00,87.0,87.0,63.0,29.07,10.0,SSE,23.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,16
A-6224233,Source1,2,2021-07-03 07:51:00,2021-07-03 09:41:07,41.052347,-76.215135,41.05230200000001,-76.21753299999997,0.125,Incident on PA-93 NB near DEWEY ST Road closed. Take alternate route., Dewey St,Nescopeck,Luzerne,PA,18635-1428,US,US/Eastern,KAVP,2021-07-03 07:54:00,63.0,63.0,90.0,28.81,10.0,CALM,0.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7.0,1
A-6245492,Source1,2,2021-09-16 17:08:00,2021-09-16 18:59:07.000000000,30.417357,-91.100873,30.417661,-91.089397,0.684,Incident on W I-12 EB near ESSEN LN Drive with caution.,I-12 E,Baton Rouge,East Baton Rouge,LA,70809,US,US/Central,KBTR,2021-09-16 16:53:00,82.0,82.0,88.0,29.72,10.0,NE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,18
A-6250689,Source1,2,2021-08-08 04:33:00,2021-08-08 08:12:04,35.597095,-117.668236,35.597115,-117.670456,0.125,Accident from S Gemstone St to College Heights Blvd / W Franklin Ave., S Gemstone St,Ridgecrest,Kern,CA,93555,US,US/Pacific,KNID,2021-08-08 04:56:00,78.0,78.0,19.0,27.46,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,4.0,5
A-6257410,Source1,2,2021-06-26 14:21:21,2021-06-26 19:49:50,40.78068137149438,-73.65771889651461,40.76808137149438,-73.70119889651461,2.436,Stationary traffic on I-495 W from Willis Ave to Little Neck Pkwy exit [32] due to accident.,Long Island Expy,Roslyn,Nassau,NY,11576,US,US/Eastern,KLGA,2021-06-26 14:51:00,81.0,81.0,67.0,30.17,10.0,S,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,18
A-6258451,Source1,2,2021-12-23 17:06:00,2021-12-23 19:11:37,38.89963746052313,-121.29675507487627,38.89444746052313,-121.29293507487633,0.413,Accident from Camp Far West Rd/Riosa Rd (Lincoln Blvd/CA-65) to CA-193/McBean Park Dr (Lincoln Blvd/CA-65)., Lincoln Blvd,Lincoln,Placer,CA,95648-9101,US,US/Pacific,KLHM,2021-12-23 17:15:00,54.0,54.0,88.0,29.56,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day,17.0,18
A-6263522,Source1,2,2021-11-01 19:46:39,2021-11-01 22:04:33,35.90150900000001,-83.82510699999997,35.902922,-83.827472,0.1639999999999999,Incident on TN-71 NB near D848 KIMBERLIN HEGHTS DR RT &amp; D848 TIPTON STATI* Drive with caution., Chapman Hwy,Knoxville,Knox,TN,37920-9165,US,US/Eastern,KTYS,2021-11-01 19:53:00,54.0,54.0,80.0,29.15,10.0,N,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,19.0,18
A-6268814,Source1,2,2021-12-02 15:24:00,2021-12-02 16:25:00,33.002927,-96.829244,32.973236,-96.821722,2.097,Stationary traffic on Dallas North Tollway S from TX-190/President George Bush Tpke (Dallas North Tollway) to Keller Springs Rd (Dallas North Tollway) due to accident.,Dallas North Tollway S,Dallas,Collin,TX,75287,US,US/Central,KADS,2021-12-02 15:49:00,77.0,77.0,44.0,29.35,10.0,SSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,5
A-6279619,Source1,2,,2021-11-17 14:10:30.000000,42.988091,-85.605092,42.977925,-85.604341,0.703,Slow traffic on I-96 E - M-37 S from Plainfield Ave/Exit 33 (I-96) to I-196/Gerald R Ford Fwy (I-96) due to accident.,I-96 E,Grand Rapids,Kent,MI,49505,US,US/Eastern,KGRR,2021-11-17 13:53:00,58.0,58.0,97.0,28.78,1.0,WSW,13.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,15
A-6280876,Source1,4,2021-12-06 05:04:00,2021-12-06 08:00:00.000000000,36.449455,-77.725802,36.449243,-77.726766,0.056,Near South Rosemary / Both Directions. The road is closed near London Church Road., Graystone St,Roanoke Rapids,Halifax,NC,27870-7313,US,US/Eastern,KRZZ,2021-12-06 04:55:00,37.0,37.0,100.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5.0,5
A-6288821,Source1,2,2021-11-04 14:19:30,2021-11-04 19:25:30,45.545795,-122.677452,45.572713,-122.678589,1.861,Slow traffic on Pacific Highway 1 N - I-5 N from N Broadway St/Exit 302 (I-5) to Portland Blvd/Exit 304 (I-5) due to accident.,I-5 N,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-11-04 13:53:00,58.0,58.0,81.0,29.84,10.0,SW,17.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,15
A-6303090,Source1,2,2021-11-24 11:57:04,2021-11-24 13:57:27,43.88075709322033,-92.50161051706074,43.88336709322032,-92.49334051706074,0.45,Accident on CR-6/Exit 205 (I-90) from US-63/MN-30/Exit 209 (I-90) to I-90 E.,I-90 E,Stewartville,Olmsted,MN,55976,US,US/Central,KRST,2021-11-24 11:54:00,50.0,50.0,57.0,28.33,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,5
A-6312585,Source1,2,2021-10-13 00:18:04,2021-10-13 01:33:04,32.807452000000005,-96.824394,32.810226,-96.821132,0.269,Incident on HONDO AVE near ROSEWOOD AVE Drive with caution., Rosewood Ave,Dallas,Dallas,TX,75219,US,US/Central,KDAL,2021-10-13 00:53:00,80.0,80.0,74.0,29.25,10.0,S,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,1
A-6323969,Source1,2,2021-06-13 02:37:00,2021-06-13 06:50:50,35.325262,-118.914321,35.328294,-118.9143,0.209,Accident on E Panama Ln (Weedpatch Hwy/CA-184) from CA-58 (Weedpatch Hwy/CA-184) to CA-184., Weedpatch Hwy,Bakersfield,Kern,CA,93307-9480,US,US/Pacific,KBFL,2021-06-13 02:54:00,74.0,74.0,34.0,29.33,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2.0,5
A-6328120,Source1,2,2021-05-03 19:57:00,2021-05-03 21:37:28,37.298457,-77.424071,37.297675,-77.423731,0.057,Incident on HARROWGATE RD near SOUTH ST Drive with caution., Harrowgate Rd,Chester,Chesterfield,VA,23831-7136,US,US/Eastern,KFCI,2021-05-03 11:56:00,69.0,69.0,96.0,29.62,10.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19.0,1
A-6337074,Source1,2,2021-11-02 17:14:00,2021-11-02 18:29:47,27.888546,-82.679813,27.889492,-82.679817,0.065,Incident on 34TH ST near 126TH AVE Drive with caution., 34th St N,Saint Petersburg,Pinellas,FL,33716,US,US/Eastern,KPIE,2021-11-02 16:53:00,79.0,79.0,64.0,30.04,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,5
A-6348751,Source1,2,2021-01-11 15:27:00,2021-01-11 23:20:51,39.464171,-123.350702,39.462993,-123.34695,0.216,A105-051 021 PER THE RP IT WAS AS YOU ARE CLIMBING THE GRADE AND BEFIORE THE TC AHEAD SIGH=N, Schow Rd,Willits,Mendocino,CA,95490,US,US/Pacific,KUKI,2021-01-11 15:56:00,58.0,58.0,65.0,29.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,5
A-6354143,Source1,2,2021-02-17 06:17:30,2021-02-17 12:58:03,26.33068,-81.811087,26.330545,-81.820392,0.5760000000000001,Stationary traffic on FL-865 from US-41/FL-45/S Tamiami Trl (CR-865) to Hickory Blvd (CR-865) due to accident.,Bonita Beach Rd,Bonita Springs,Lee,FL,34134,US,US/Eastern,KRSW,2021-02-17 05:53:00,63.0,63.0,90.0,30.01,10.0,ENE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,1
A-6362017,Source1,2,2021-02-09 01:12:00,2021-02-09 03:45:38,36.30409,-119.630982,36.304098,-119.631557,0.032,Accident from 4th Pl to Shaw Pl., Home Ave,Hanford,Kings,CA,93230-6626,US,US/Pacific,KHJO,2021-02-09 00:53:00,50.0,50.0,86.0,29.72,4.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,5
A-6363121,Source1,2,2021-01-07 00:08:26,2021-01-07 02:08:43,46.426779,-95.579176,46.42678400000001,-95.581198,0.096,Accident from MN Highway 78 S / MN Highway 78 N to Bay View Rd., MN Highway 78 S,Ottertail,Otter Tail,MN,56571,US,US/Central,KADC,2021-01-07 00:17:00,21.0,14.0,93.0,28.85,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,5
A-6377174,Source1,2,,2021-01-21 03:53:33.000000,25.627093,-80.38489,25.62815,-80.38224100000002,0.18,Stationary traffic from SW 151st St to Florida's Tpke S due to accident., SW 152nd St,Miami,Miami-Dade,FL,33177,US,US/Eastern,KTMB,2021-01-20 11:53:00,76.0,76.0,45.0,30.26,10.0,VAR,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,22
A-6377596,Source1,2,,2021-02-07 15:06:20.000000,37.695887,-122.090596,37.696009,-122.089909,0.038,Incident on DENNING CT near STANTON AVE Drive with caution.,Denning Ct,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2021-02-07 11:54:00,58.0,58.0,62.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,5
A-6426367,Source1,2,2021-02-12 20:40:27,2021-02-12 22:40:27,44.69644904115344,-117.69373297635224,44.67918904115344,-117.64959297635224,2.475,A disabled vehicle is creating a hazard causing no to minimum delays. Use caution.,I-84 E,Baker City,Baker,OR,97814,US,US/Pacific,KBKE,2021-02-12 20:53:00,20.0,13.0,78.0,26.45,4.0,NW,5.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,17
A-6448229,Source1,2,2021-02-02 22:59:19,2021-02-03 02:23:23,35.020788,-85.33760699999998,35.023957,-85.324876,0.753,Incident on I-24 EB near MM 177 Drive with caution.,I-24 E,Chattanooga,Hamilton,TN,37419,US,US/Eastern,KCHA,2021-02-02 22:53:00,34.0,25.0,59.0,29.37,10.0,N,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,18
A-6449973,Source1,2,2021-01-01 22:14:00,2021-01-02 01:12:27.000000000,35.371317,-118.958602,35.371296,-118.961645,0.171,RHS, Security Ave,Bakersfield,Kern,CA,93306-5237,US,US/Pacific,KBFL,2021-01-01 21:54:00,46.0,46.0,71.0,29.71,7.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,5
A-6455869,Source1,2,2021-01-06 22:09:00,2021-01-07 00:07:32,33.924409999999995,-118.247447,33.924409999999995,-118.246281,0.067,Incident on E 119TH ST near COMPTON AVE Drive with caution., Alabama St,Los Angeles,Los Angeles,CA,90059-1859,US,US/Pacific,KHHR,2021-01-06 21:53:00,54.0,54.0,80.0,30.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,5
A-6456271,Source1,2,2021-02-17 06:47:03,2021-02-17 08:17:00,39.096244,-94.566021,39.09669,-94.569232,0.175,Incident on I-70 WB near PASEO BLVD Center lane blocked. Expect Delays.,I-70 W,Kansas City,Jackson,MO,64106,US,US/Central,KMKC,2021-02-17 06:47:00,7.0,-3.0,80.0,29.44,1.0,E,6.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,6.0,17
A-6459814,Source1,2,2021-01-15 13:51:00,2021-01-16 00:55:29,28.025457,-82.502115,28.024215,-82.505083,0.2,Slow traffic on FL-580 from N Himes Ave to W Sitka St due to accident., W Waters Ave,Tampa,Hillsborough,FL,33614-2783,US,US/Eastern,KTPA,2021-01-15 13:53:00,67.0,67.0,73.0,29.8,10.0,S,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,18
A-6461592,Source1,2,2021-02-20 07:12:00,2021-02-20 08:52:07,33.582063,-112.116899,33.587298,-112.116846,0.362,Incident on I-17 NB near CACTUS RD Left lane blocked.,W Peoria Ave,Phoenix,Maricopa,AZ,85029,US,US/Mountain,KDVT,2021-02-20 06:53:00,43.0,43.0,40.0,28.4,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-6462789,Source1,2,2021-02-17 11:19:00,2021-02-17 12:54:45,28.051153000000006,-82.504304,28.050309,-82.504363,0.058,Incident on DALE MABRY HWY near HUDSON LN Drive with caution.,Hudson Ln,Tampa,Hillsborough,FL,33618,US,US/Eastern,KTPA,2021-02-17 11:10:00,62.0,62.0,72.0,30.13,3.0,NNE,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,11.0,15
A-6466277,Source1,2,2021-02-09 22:05:00,2021-02-10 02:06:00,38.855733,-77.382576,38.851412,-77.406378,1.315,Slow traffic on I-66 W from Monument Dr (I-66) to VA-28/Exit 53 (I-66) due to accident.,I-66 W,Fairfax,Fairfax County,VA,22033,US,US/Eastern,KIAD,2021-02-09 21:52:00,39.0,32.0,62.0,29.89,10.0,N,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,1
A-6467765,Source1,2,2021-02-17 18:18:00,2021-02-17 21:24:52,33.739037,-117.078492,33.739073,-117.077016,0.085,Incident on CA-74 near HOUSE 33401 Drive with caution., State Highway 74,Hemet,Riverside,CA,92545-9513,US,US/Pacific,KF70,2021-02-17 18:15:00,57.0,57.0,23.0,28.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18.0,5
A-6478536,Source1,2,2021-02-09 00:16:00,2021-02-09 05:06:13.000000000,38.044051,-103.697415,38.045678,-103.701445,0.246,Incident on US-50 WB near ROCKY FORD Drive with caution., US Highway 50,Rocky Ford,Otero,CO,81067-9407,US,US/Mountain,KLHX,2021-02-09 00:23:00,14.0,4.0,88.0,25.74,1.0,E,7.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,7
A-6488859,Source1,2,2021-01-16 00:04:00,2021-01-16 05:14:00,36.95265,-120.327978,36.952659,-120.322265,0.315,IFO - 180. [Notification] [CHP]-Problem changed from 1179-Trfc Collision-1141 Enrt to 1182-Trfc Collision-No Inj by CHP [Shared], Avenue 14,Madera,Madera,CA,93637-9054,US,US/Pacific,KMAE,2021-01-16 00:05:00,55.0,55.0,64.0,29.95,2.0,SSE,3.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,8
A-6489840,Source1,2,2021-01-21 01:02:51,2021-01-21 03:41:51,29.77964,-95.62856,29.779112,-95.629563,0.07,Incident on MEMORIAL DR near WESTLAKE PARK BLVD Drive with caution., Memorial Dr,Houston,Harris,TX,77079-4104,US,US/Central,KSGR,2021-01-21 00:53:00,63.0,63.0,93.0,30.04,4.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,1
A-6495608,Source1,2,2021-01-03 02:49:52,2021-01-03 03:23:54,25.849018,-80.322248,25.857952,-80.322456,0.617,Slow traffic on FL-826 N from 74th St (FL-826) to South River Dr (FL-826) due to accident.,Palmetto Expy N,Miami,Miami-Dade,FL,33166,US,US/Eastern,KMIA,2021-01-03 02:53:00,69.0,69.0,81.0,30.07,10.0,SE,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2.0,5
A-6509305,Source1,2,2021-01-06 05:04:00,2021-01-06 06:59:18,30.435488,-84.280663,30.43541,-84.28067,0.005,Incident on S MONROE ST near E GAINES ST Drive with caution., E Gaines St,Tallahassee,Leon,FL,32301-2413,US,US/Eastern,KTLH,2021-01-06 04:53:00,33.0,33.0,92.0,30.05,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night,5.0,5
A-6519586,Source1,2,2021-02-21 14:48:03,2021-02-21 16:33:03,39.84632849674298,-86.0439670081804,39.835938496742976,-86.0380570081804,0.7829999999999999,Incident on I-465 SB near N SHADELAND AVE Right shoulder closed.,I-465,Indianapolis,Marion,IN,46226,US,US/Eastern,KMQJ,2021-02-21 14:55:00,36.0,36.0,70.0,29.23,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,5
A-6538378,Source1,2,2021-02-12 04:41:00,2021-02-12 06:02:07,30.207070112084352,-97.6227843756789,30.189060112084352,-97.6270643756789,1.27,Incident on S TX-130 SB near S TX-130 Drive with caution.,TX-130 S,Del Valle,Travis,TX,78617,US,US/Central,KAUS,2021-02-12 04:51:00,30.0,18.0,86.0,29.56,3.0,N,18.0,0.0,Wintry Mix,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4.0,33
A-6568897,Source1,2,2021-02-07 14:17:20,2021-02-07 15:36:10,40.874236,-74.166737,40.854666,-74.17567700000002,1.431,Crash on Garden State Parkway southbound South of Exit 154 - US 46 (Clifton) 1 Left lane of 3 lanes blocked,Garden State Pkwy S,Clifton,Passaic,NJ,07013,US,US/Eastern,KCDW,2021-02-07 13:53:00,33.0,29.0,85.0,29.66,0.5,VAR,5.0,0.05,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,28
A-6570843,Source1,2,2021-02-15 08:13:04,2021-02-15 09:58:04,39.80238318424319,-86.07881426770174,39.80475318424319,-86.05424426770173,1.314,Incident on I-70 EB near RITTER AVE Expect long delays.,I-70,Indianapolis,Marion,IN,46218,US,US/Eastern,KEYE,2021-02-15 08:21:00,11.0,-2.0,84.0,29.41,2.0,NNW,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,17
A-6574039,Source1,2,2020-11-17 04:32:15,2020-11-17 07:11:18,44.94837800000001,-93.275149,44.943658,-93.274854,0.326,Incident on I-35W SB near LAKE ST Drive with caution.,E Lake St,Minneapolis,Hennepin,MN,55408,US,US/Central,KMSP,2020-11-17 04:53:00,21.0,21.0,71.0,29.55,10.0,WSW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night,4.0,5
A-6576778,Source1,2,2020-11-06 15:04:11,2020-11-06 16:40:14,42.032629,-112.209516,42.092869,-112.218156,4.186,Incident on I-15 NB near EXIT 3 Drive with caution.,I-15 N,Malad City,Oneida,ID,83252,US,US/Mountain,KMLD,2020-11-06 14:51:00,69.0,69.0,24.0,25.17,10.0,S,16.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,15
A-6584101,Source1,2,2020-11-06 11:00:00,2020-11-06 12:56:00,33.668545,-84.338581,33.683923,-84.309929,1.96,Stationary traffic on I-285 from GA-54/Jonesboro Rd/Exit 55 (I-285) to Bouldercrest Rd/Exit 51 (I-285) due to accident.,GA-407 E,Conley,DeKalb,GA,30288,US,US/Eastern,KATL,2020-11-06 10:52:00,68.0,68.0,56.0,29.19,10.0,E,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,18
A-6591177,Source1,2,2020-12-29 16:48:00,2020-12-29 18:47:49,37.459977,-77.776433,37.463087,-77.778263,0.237,Incident on GENITO RD near MOSELEY RD Drive with caution., Genito Rd,Moseley,Chesterfield,VA,23120-1020,US,US/Eastern,KFCI,2020-12-29 16:56:00,41.0,38.0,45.0,30.26,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-6597697,Source1,2,2020-12-26 22:12:00,2020-12-27 00:45:00,47.719792,-122.622324,47.716162,-122.615594,0.401,Incident on WA-305 SB near MP 9 Road closed. Take alternate route., State Highway 305 NE,Poulsbo,Kitsap,WA,98370-7826,US,US/Pacific,KPWT,2020-12-26 22:18:00,41.0,38.0,100.0,29.57,9.0,SW,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,15
A-6600467,Source1,4,2020-09-17 21:42:30,2020-09-17 23:46:04,38.97451,-76.300524,38.975708,-76.291875,0.472,US 50 EAST/WEST AT MM 39.0,Blue Star Memorial Hwy E,Chester,Queen Anne's,MD,21619,US,US/Eastern,KW29,2020-09-17 21:54:00,70.0,70.0,100.0,29.95,8.0,E,6.0,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21.0,15
A-6603548,Source1,2,2020-11-28 21:27:02,2020-11-28 23:12:02,39.772514,-86.030105,39.777524,-86.030895,0.349,Incident on I-465 NB near E WASHINGTON ST Drive with caution.,US-421,Indianapolis,Marion,IN,46219,US,US/Eastern,KMQJ,2020-11-28 21:35:00,36.0,30.0,81.0,29.24,10.0,SSW,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21.0,5
A-6617516,Source1,2,2020-10-12 11:13:30,2020-10-12 22:48:25,47.546512,-122.325244,47.547345,-122.320149,0.244,Slow traffic from 4th Ave (S Michigan St) to I-5 (S Michigan St) due to accident., S Michigan St,Seattle,King,WA,98108-2636,US,US/Pacific,KBFI,2020-10-12 10:53:00,56.0,56.0,69.0,30.17,10.0,S,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,18
A-6622334,Source1,2,2020-10-30 02:38:30,2020-10-30 06:18:25,36.645987,-79.937639,36.647056,-79.936452,0.099,On Rt. 684 in the County of Henry in the vicinity of John Spencer Rd; Rt. 1726N/S (Henry County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed., John Spencer Rd,Martinsville,Henry,VA,24112-7555,US,US/Eastern,KMTV,2020-10-30 02:35:00,64.0,64.0,89.0,28.61,10.0,NW,7.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2.0,1
A-6623554,Source1,2,2020-12-02 21:34:30,2020-12-03 03:25:30,34.230721,-118.397967,34.252495,-118.430382,2.386,Slow traffic on Golden State Fwy N - I-5 N from Lankershim Blvd (I-5) to Van Nuys Blvd (I-5) due to accident.,Golden State Fwy N,Sun Valley,Los Angeles,CA,91352,US,US/Pacific,KBUR,2020-12-02 21:53:00,59.0,59.0,20.0,29.28,10.0,ESE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21.0,5
